Gen	t_n101	t_n102	t_n103	t_n104	t_n105	t_n106	t_n107	t_n108	t_n109	t_n110	t_n111	t_n112	t_n113	t_n114	t_n115	t_n116	t_n117	t_n118	t_n119	t_n120	t_n121	t_n122	t_n123	t_n124	t_n125	t_n126	t_n127	t_n128	t_n129	t_n130	t_n131	t_n132	t_n133	t_n134	t_n135	t_n136	t_n137	t_n138	t_n139	t_n140	t_n141	t_n142	t_n143	t_n144	t_n145	t_n146	t_n147	t_n148	t_n149	t_n150	t_n151	t_n152	t_n153	t_n154	t_n155	t_n156	t_n157	t_n158	t_n159	t_n160	t_n161	t_n162	t_n163	t_n164	t_n165	t_n166	t_n167	t_n168	t_n169	t_n170	t_n171	t_n172	t_n173	t_n174	t_n175	t_n176	t_n177	t_n178	t_n179	t_n180	t_n181	t_n182	t_n183	t_n184	t_n185	t_n186	t_n187	t_n188	t_n189	t_n190	t_n191	t_n192	t_n193	t_n194	t_n195	t_n196	t_n197	t_n198	t_n199	mu	sigma2	lnL
137300	0.3147256	0.2956614	0.2730528	0.2249420	0.1374477	0.0290178	0.0807071	0.1809800	0.0851804	0.0190797	0.1624886	0.0920417	0.1410947	0.1151664	0.0903745	0.0810792	0.0651572	0.0209536	0.0729079	0.0521157	0.0222920	0.0435553	0.0293190	0.0197029	0.0944310	0.0420647	0.1387624	0.1214701	0.0787678	0.0294357	0.2542403	0.1281324	0.2085863	0.1066397	0.0730572	0.1495677	0.0989165	0.0401712	0.0813203	0.0275321	0.1246179	0.2988826	0.2880224	0.1000057	0.0570839	0.2384491	0.2125098	0.1748911	0.1063977	0.0680909	0.1496600	0.1350340	0.0597547	0.1252090	0.0229682	0.1096467	0.0886690	0.0556180	0.0964614	0.0474530	0.0733923	0.0432359	0.0798218	0.0454678	0.1740869	0.1529461	0.0864365	0.0726847	0.1424324	0.1139537	0.0453303	0.1202019	0.0861676	0.0487509	0.0296746	0.1053956	0.0705673	0.0486779	0.0198621	0.0587328	0.0256162	0.0928880	0.1608577	0.1394806	0.0836068	0.0404425	0.1443925	0.0852478	0.0501725	0.0361340	0.1068875	0.0859501	0.0210953	0.0746867	0.0434556	0.0653309	0.0519608	0.0442043	0.0211793	0.1549366	0.4284536	-101.232
137400	0.3795012	0.3565133	0.3259812	0.2826541	0.1558157	0.0474297	0.0863122	0.2182285	0.1436675	0.0324791	0.1983520	0.0834725	0.1701343	0.1460877	0.1088719	0.0989878	0.0712103	0.0184536	0.0830546	0.0661965	0.0388952	0.0573204	0.0401723	0.0305398	0.1024946	0.0388859	0.1922510	0.1406813	0.0883282	0.0439987	0.2591089	0.1764291	0.2164141	0.1328454	0.0715794	0.1786732	0.1309921	0.0645354	0.0936895	0.0310471	0.1593555	0.3603974	0.3451535	0.1491913	0.1071245	0.2875258	0.2616146	0.2143731	0.1231402	0.0841249	0.1793732	0.1656088	0.0618269	0.1482533	0.0317853	0.1327099	0.0928043	0.0334482	0.1080530	0.0420924	0.0686725	0.0182637	0.0835980	0.0562388	0.2097785	0.1844249	0.1338033	0.1006722	0.1717473	0.1409215	0.0587866	0.1483680	0.1141140	0.0654346	0.0588235	0.1281780	0.0922793	0.0508331	0.0323724	0.0620768	0.0322079	0.0918151	0.1988013	0.1656290	0.1163151	0.0485416	0.1711210	0.1400301	0.0782184	0.0588930	0.1438207	0.1028607	0.0148306	0.0889705	0.0418537	0.0808624	0.0612102	0.0464676	0.0213767	0.1399433	0.5492995	-110.017
137500	0.3051035	0.2770987	0.2615501	0.2156054	0.1336029	0.0374411	0.0853925	0.1799294	0.0844729	0.0392758	0.1556060	0.0484059	0.1382791	0.1088854	0.0955281	0.0827041	0.0468068	0.0132638	0.0642013	0.0543038	0.0281180	0.0458324	0.0332234	0.0206944	0.0753475	0.0221972	0.1354684	0.1107844	0.0469518	0.0284086	0.2198400	0.1759627	0.1790792	0.1165370	0.0650469	0.1407839	0.1132833	0.0420180	0.0678365	0.0342740	0.1010535	0.2865401	0.2744202	0.1226397	0.0904951	0.2422070	0.2057548	0.1632894	0.0705042	0.0536734	0.1464860	0.1316701	0.0522987	0.1140376	0.0340907	0.0940337	0.0642050	0.0200235	0.0710727	0.0414618	0.0428229	0.0219275	0.0669774	0.0350066	0.1772495	0.1466302	0.0921763	0.0638524	0.1379894	0.0991218	0.0468718	0.1218269	0.0844960	0.0383328	0.0257369	0.0979104	0.0778480	0.0418647	0.0276639	0.0504571	0.0374185	0.0866800	0.1665032	0.1290765	0.0831970	0.0349209	0.1366991	0.0908261	0.0593297	0.0309328	0.1178187	0.0919725	0.0225059	0.0778996	0.0390025	0.0655538	0.0476900	0.0389929	0.0141258	0.1594059	0.4802794	-90.205
137600	0.3376828	0.3066876	0.2894787	0.2329865	0.1127214	0.0546266	0.0785954	0.2052579	0.0761582	0.0263196	0.1691857	0.0609177	0.1577085	0.1312035	0.1054389	0.0933971	0.0456594	0.0194179	0.0751784	0.0637677	0.0295172	0.0538233	0.0413403	0.0274688	0.0966719	0.0283067	0.1719514	0.1299548	0.0553918	0.0242340	0.2308179	0.1768139	0.1990965	0.1490487	0.0568826	0.1569222	0.1305815	0.0565195	0.0821484	0.0398146	0.0803013	0.3171372	0.3037230	0.1426362	0.1085442	0.2659040	0.2229736	0.1940564	0.0999617	0.0836973	0.1590102	0.1427940	0.0518284	0.1285983	0.0476332	0.1131871	0.0746479	0.0226335	0.0894325	0.0522607	0.0558049	0.0389545	0.0975342	0.0377145	0.1934168	0.1622875	0.0983364	0.0681016	0.1527240	0.1273796	0.0483420	0.1280272	0.0874921	0.0440665	0.0286035	0.1073144	0.0769776	0.0585746	0.0244516	0.0575481	0.0357373	0.1026449	0.1951496	0.1280803	0.1046604	0.0427924	0.1535594	0.1073905	0.0734135	0.0310042	0.1363025	0.0961040	0.0195775	0.0876303	0.0418599	0.0710387	0.0604264	0.0270868	0.0134427	0.1394352	0.4780350	-101.225
137700	0.3718194	0.3376909	0.3187423	0.2541596	0.1244145	0.0878394	0.0965814	0.2195210	0.1361659	0.0252954	0.1866994	0.0478881	0.1715686	0.1464372	0.1223949	0.1035896	0.0560288	0.0230955	0.0831348	0.0739048	0.0339325	0.0636078	0.0404676	0.0254580	0.0662589	0.0455680	0.1904200	0.1210941	0.0664104	0.0172000	0.2820837	0.1761228	0.2091179	0.1018066	0.0530134	0.1751761	0.1457462	0.0537946	0.0974228	0.0617830	0.0554073	0.3491968	0.3344266	0.1684458	0.0737830	0.3024798	0.2548583	0.2082596	0.1015802	0.0615735	0.1795708	0.1572292	0.0851136	0.1444921	0.0673841	0.1234147	0.0872236	0.0263155	0.1018585	0.0497303	0.0822986	0.0354329	0.1003229	0.0341758	0.2100105	0.1786932	0.1042702	0.0652370	0.1681630	0.1231288	0.0408016	0.1451381	0.0775111	0.0359628	0.0410239	0.1170009	0.0950433	0.0807968	0.0256623	0.0576429	0.0295218	0.1120102	0.2045252	0.1887157	0.1031632	0.0490019	0.1659562	0.1232564	0.0826990	0.0243294	0.1557156	0.1073514	0.0267472	0.0964889	0.0682591	0.0800449	0.0671578	0.0420124	0.0197313	0.1232906	0.5324694	-97.566
137800	0.3659225	0.3277962	0.3045217	0.2388318	0.1198049	0.0508960	0.0918013	0.2119444	0.1026512	0.0271601	0.1836933	0.0482182	0.1600484	0.1389602	0.1216881	0.1077526	0.0724038	0.0143521	0.0828271	0.0735808	0.0432029	0.0536086	0.0455633	0.0290036	0.0906370	0.0359525	0.1939552	0.1343281	0.0509860	0.0219654	0.2827559	0.0974064	0.1979993	0.1060683	0.0512011	0.1822935	0.1181123	0.0403354	0.0827606	0.0596994	0.0429236	0.3389650	0.3246276	0.1596507	0.0766057	0.3001802	0.2576815	0.1954183	0.0983293	0.0551455	0.1814525	0.1511517	0.0937117	0.1369263	0.0568447	0.1231402	0.1015638	0.0230492	0.1010496	0.0591328	0.0853516	0.0478021	0.0807778	0.0350228	0.1952801	0.1734574	0.1122729	0.0671797	0.1632357	0.1195290	0.0330636	0.1201301	0.0614234	0.0365664	0.0276986	0.1007475	0.0790012	0.0559804	0.0400169	0.0550998	0.0433664	0.1379147	0.1985324	0.1835444	0.1458877	0.0287593	0.1611573	0.1059908	0.0712579	0.0250396	0.1511530	0.1028820	0.0298997	0.0969743	0.0582958	0.0862326	0.0611818	0.0319931	0.0139530	0.1275620	0.4686872	-92.505
137900	0.3515840	0.2988128	0.2775962	0.2141666	0.0960898	0.0656508	0.0555351	0.1869284	0.1294677	0.0400787	0.1679019	0.0853854	0.1458971	0.1218633	0.1110297	0.1016890	0.0526653	0.0185611	0.0729194	0.0644765	0.0497464	0.0498544	0.0407340	0.0149747	0.0902049	0.0468820	0.1632777	0.1113230	0.0504840	0.0166322	0.2760528	0.1262799	0.1922183	0.0992210	0.0561268	0.1660748	0.0987026	0.0457836	0.0733524	0.0584106	0.0302587	0.3140738	0.2959243	0.1223464	0.0592567	0.2736385	0.2364209	0.1816925	0.1175952	0.0284564	0.1648824	0.1377870	0.0771964	0.1270793	0.0481436	0.1062866	0.0725794	0.0335710	0.0866833	0.0384594	0.0552386	0.0360860	0.1068830	0.0402536	0.1828292	0.1581204	0.1204296	0.0587300	0.1488025	0.0890405	0.0436654	0.1220486	0.0667165	0.0372051	0.0446844	0.0934545	0.0694763	0.0441394	0.0335170	0.0513173	0.0346472	0.1182349	0.1789386	0.1594973	0.0982933	0.0306888	0.1469079	0.1015241	0.0543436	0.0168796	0.1362305	0.0931467	0.0282153	0.0883999	0.0481098	0.0656668	0.0539378	0.0322516	0.0142663	0.1513553	0.5031608	-96.123
138000	0.3931589	0.3341474	0.3157516	0.2355823	0.1477765	0.0535850	0.0587557	0.2149127	0.1305176	0.0324116	0.1877564	0.1131749	0.1639572	0.1337905	0.1253532	0.1048022	0.0555761	0.0283443	0.0878699	0.0795653	0.0575963	0.0548059	0.0292836	0.0103565	0.1147348	0.0635581	0.1440911	0.1072332	0.0688464	0.0239114	0.2948370	0.0842531	0.1925619	0.1140494	0.0399205	0.1476648	0.1074468	0.0377364	0.0895013	0.0577923	0.0415587	0.3512132	0.3309174	0.1655968	0.0699815	0.3094255	0.2567134	0.2007048	0.1268577	0.0306068	0.1843798	0.1624983	0.1109042	0.1439751	0.0379504	0.1092363	0.0700785	0.0356487	0.0833388	0.0547063	0.0586654	0.0341246	0.1387534	0.0356460	0.1988626	0.1808294	0.1446455	0.0573431	0.1663985	0.0780243	0.0374685	0.1436293	0.0800340	0.0467760	0.0436978	0.1027681	0.0801863	0.0448121	0.0254173	0.0481659	0.0315466	0.1232444	0.1957057	0.1699827	0.0993070	0.0329708	0.1696917	0.1384931	0.0647988	0.0183116	0.1477930	0.1041613	0.0479973	0.0988532	0.0799090	0.0733092	0.0554238	0.0349653	0.0173191	0.1247360	0.4379307	-88.996
138100	0.3868074	0.3287493	0.3106506	0.2390307	0.1442107	0.0611238	0.0425746	0.2059051	0.1425225	0.0283585	0.1804004	0.0774462	0.1595795	0.1339653	0.1221659	0.1031092	0.0418980	0.0237674	0.0914751	0.0812428	0.0634191	0.0561897	0.0301973	0.0123609	0.1062672	0.0634120	0.1872413	0.1280312	0.0531723	0.0247571	0.2492774	0.0860673	0.2052873	0.1525778	0.0320236	0.1543837	0.1310488	0.0202523	0.0763560	0.0603842	0.0392962	0.3455393	0.3255714	0.1546069	0.0726768	0.3044267	0.2530059	0.1974624	0.0870342	0.0470589	0.1792038	0.1598731	0.0808926	0.1341757	0.0643457	0.1177099	0.0949407	0.0285678	0.0960441	0.0637025	0.0585704	0.0262732	0.0639573	0.0219539	0.1984452	0.1779081	0.1434162	0.0409806	0.1637103	0.0902455	0.0538021	0.1354158	0.1032032	0.0743290	0.0572530	0.1041278	0.0832906	0.0581803	0.0414692	0.0411600	0.0275997	0.1126738	0.1955731	0.1301386	0.0829829	0.0335941	0.1746496	0.1372893	0.0726116	0.0172268	0.1435296	0.1024786	0.0579420	0.0972562	0.0819169	0.0810789	0.0530120	0.0375986	0.0210098	0.1309212	0.4141751	-111.611
138200	0.3653179	0.3185522	0.2834685	0.2160040	0.1694175	0.0455388	0.0489272	0.1943247	0.1159118	0.0343512	0.1715675	0.0542355	0.1498697	0.1258140	0.1147326	0.0984293	0.0549036	0.0245782	0.0871061	0.0675708	0.0465277	0.0487384	0.0295789	0.0171831	0.1220703	0.0856427	0.1803378	0.1066094	0.0534590	0.0350466	0.2181547	0.0922204	0.1909804	0.1422013	0.0460030	0.1442310	0.1085440	0.0130801	0.0815199	0.0653491	0.0423981	0.3307092	0.3110049	0.1600074	0.0864556	0.2730370	0.2427478	0.1877577	0.1276540	0.0370709	0.1682999	0.1471686	0.0748091	0.1282748	0.0695623	0.1105477	0.0852865	0.0360128	0.0939017	0.0416509	0.0597525	0.0289230	0.0526204	0.0266619	0.1858841	0.1637133	0.1043272	0.0330639	0.1499946	0.1004480	0.0518885	0.1221267	0.0928109	0.0798694	0.0614194	0.1013030	0.0835296	0.0604207	0.0300827	0.0386723	0.0279743	0.1015722	0.1957155	0.1165246	0.0766690	0.0360919	0.1716354	0.1418789	0.0559982	0.0138155	0.1292647	0.0962431	0.0744753	0.0913385	0.0665397	0.0618156	0.0512365	0.0359337	0.0167588	0.1493690	0.4851049	-91.440
138300	0.3632419	0.3214778	0.2762971	0.2115116	0.1736569	0.0474562	0.0698014	0.1865170	0.0961709	0.0589382	0.1624739	0.1012440	0.1456630	0.1207590	0.1119524	0.0973196	0.0485430	0.0304568	0.0885413	0.0555043	0.0308161	0.0407542	0.0260579	0.0169325	0.1044169	0.0813788	0.1791828	0.1193526	0.0452301	0.0353604	0.2057058	0.0754437	0.1802740	0.1004373	0.0331305	0.1415496	0.1100692	0.0158395	0.0743681	0.0631221	0.0604620	0.3214581	0.2985091	0.1614020	0.0624834	0.2743383	0.2381604	0.1822900	0.1048310	0.0468439	0.1643739	0.1470027	0.0548761	0.1329633	0.0795116	0.0995072	0.0885141	0.0371908	0.0841020	0.0374762	0.0475078	0.0229544	0.0652990	0.0325559	0.1712674	0.1571355	0.1169650	0.0264341	0.1367544	0.1075458	0.0393723	0.1181961	0.0953252	0.0727859	0.0557977	0.0957125	0.0814415	0.0520230	0.0323689	0.0394021	0.0291719	0.1152716	0.1890579	0.1114316	0.0739616	0.0378185	0.1588857	0.1023872	0.0462694	0.0154980	0.1252041	0.0943060	0.0659072	0.0897009	0.0541442	0.0654652	0.0556068	0.0327315	0.0266901	0.1706608	0.5818756	-106.881
138400	0.4360392	0.4182990	0.3393089	0.2515211	0.1689395	0.0646652	0.0771319	0.2162772	0.1517730	0.0562986	0.1999190	0.0890837	0.1689171	0.1429464	0.1332342	0.1147056	0.0727658	0.0374178	0.1048094	0.0735736	0.0484009	0.0507108	0.0304987	0.0171510	0.1092865	0.0851767	0.1711633	0.1052328	0.0530011	0.0404045	0.2704873	0.1365301	0.2146365	0.1292510	0.0287681	0.1687035	0.1197446	0.0106185	0.0833779	0.0566470	0.0542142	0.3799523	0.3584802	0.2060382	0.0624184	0.3196394	0.2957237	0.2112071	0.1316636	0.0379140	0.1945749	0.1774310	0.0469759	0.1572435	0.0850420	0.1237663	0.0921291	0.0416472	0.0954437	0.0350088	0.0596585	0.0235067	0.1001621	0.0317849	0.2023747	0.1793226	0.1431463	0.0334402	0.1562259	0.0915628	0.0394207	0.1403588	0.1183741	0.0982986	0.0692797	0.1181383	0.0835637	0.0554176	0.0306596	0.0417697	0.0313019	0.1214846	0.2019546	0.1227069	0.1021989	0.0516642	0.1800408	0.1024606	0.0650564	0.0213244	0.1453811	0.1116331	0.0891135	0.1061820	0.0747782	0.0843425	0.0645743	0.0413770	0.0232142	0.1288289	0.4619046	-92.329
138500	0.4375359	0.3981982	0.3511012	0.3027348	0.1621037	0.0776778	0.0881303	0.2170195	0.1051675	0.0495264	0.1952478	0.0748556	0.1694969	0.1470037	0.1360436	0.1217971	0.0648287	0.0416353	0.0984606	0.0823085	0.0577320	0.0531292	0.0386079	0.0176327	0.1193502	0.0896958	0.1888270	0.0922380	0.0716765	0.0381509	0.2717995	0.1475663	0.1986765	0.1058411	0.0485832	0.1627937	0.1119135	0.0118482	0.0848973	0.0632746	0.0716177	0.3777424	0.3555617	0.1666133	0.0646525	0.3207366	0.2967388	0.2158751	0.1043068	0.0316718	0.1952428	0.1798925	0.0663697	0.1524411	0.0940566	0.1342203	0.0830606	0.0524154	0.0904951	0.0410517	0.0773036	0.0256543	0.1334382	0.0437559	0.2214303	0.1837661	0.1455827	0.0309323	0.1581526	0.0710694	0.0379770	0.1368793	0.1043914	0.0834268	0.0497119	0.1205851	0.0817803	0.0649401	0.0351837	0.0503723	0.0299726	0.0929203	0.2119774	0.1452321	0.0968873	0.0509724	0.1734064	0.1050312	0.0689257	0.0277830	0.1382522	0.1120163	0.0557233	0.1036070	0.0523975	0.0812470	0.0695028	0.0541833	0.0177393	0.1472951	0.5592243	-102.605
138600	0.4037757	0.3731041	0.3333200	0.2612092	0.1245993	0.0773720	0.0400075	0.2068852	0.1784062	0.0772423	0.1817784	0.0472065	0.1603075	0.1403241	0.1288504	0.1166836	0.0657622	0.0332515	0.1053887	0.0916540	0.0475330	0.0435097	0.0338650	0.0148460	0.1050746	0.0750134	0.1447263	0.0819848	0.0565785	0.0275712	0.2159831	0.1359897	0.1762853	0.0719659	0.0293803	0.1452925	0.0919753	0.0169810	0.0701345	0.0467414	0.0497579	0.3539373	0.3331545	0.1582099	0.0860022	0.3005240	0.2724323	0.1980725	0.0636689	0.0290341	0.1829387	0.1685558	0.0453199	0.1417379	0.0797413	0.1192747	0.0757219	0.0313975	0.0938413	0.0652015	0.0724827	0.0155558	0.1027696	0.0437861	0.1945251	0.1684305	0.1327566	0.0433915	0.1433375	0.0850912	0.0437377	0.1291744	0.1021532	0.0896888	0.0384072	0.1025935	0.0839813	0.0471679	0.0283477	0.0613052	0.0377837	0.1229609	0.2195723	0.1443473	0.1069509	0.0550727	0.1665868	0.1193973	0.0744534	0.0164951	0.1280565	0.1071155	0.0422188	0.0900200	0.0471901	0.0742680	0.0565842	0.0338668	0.0192536	0.1352839	0.4290690	-91.673
138700	0.3685898	0.3368211	0.3113009	0.2394100	0.1221713	0.0936067	0.0425985	0.1853584	0.1406439	0.0666054	0.1624266	0.0345870	0.1435167	0.1284578	0.1179543	0.1047894	0.0755905	0.0442730	0.0908930	0.0752609	0.0363442	0.0493255	0.0423957	0.0225920	0.0856796	0.0606597	0.1819349	0.0762439	0.0511094	0.0227247	0.1957328	0.0540479	0.1721469	0.0419245	0.0195504	0.1064502	0.0872987	0.0250796	0.0620540	0.0274116	0.0692802	0.3281831	0.3049816	0.1164150	0.0472654	0.2751105	0.2493944	0.1813228	0.0627102	0.0254427	0.1674687	0.1540881	0.0334794	0.1325270	0.0817859	0.0998446	0.0658579	0.0358415	0.0848532	0.0536657	0.0545216	0.0256717	0.1074327	0.0384768	0.1667058	0.1526285	0.1109844	0.0526458	0.1342299	0.0830303	0.0298689	0.1182510	0.0930584	0.0796560	0.0445567	0.0922878	0.0822334	0.0348411	0.0219233	0.0642585	0.0335536	0.1255153	0.2025549	0.1720429	0.0975914	0.0541174	0.1634826	0.1280394	0.0725972	0.0208881	0.1173274	0.1013046	0.0299373	0.0886595	0.0553158	0.0682382	0.0530552	0.0395614	0.0242478	0.1466767	0.4708763	-95.209
138800	0.4221403	0.3855262	0.3514117	0.2685103	0.1557031	0.1372995	0.0346717	0.2080850	0.1845297	0.0731336	0.1814244	0.0408584	0.1661088	0.1447097	0.1336759	0.1177462	0.0944079	0.0604069	0.0953085	0.0722070	0.0482200	0.0527517	0.0369701	0.0155707	0.0888621	0.0629872	0.1394045	0.0818852	0.0525602	0.0224569	0.2471982	0.0320518	0.1705752	0.0533409	0.0365381	0.1297976	0.1104949	0.0314117	0.0777263	0.0371186	0.0753278	0.3671992	0.3490826	0.0906954	0.0370219	0.3130834	0.2660253	0.2075424	0.0470739	0.0309296	0.1944236	0.1763696	0.0601740	0.1402879	0.0918185	0.1276769	0.0662856	0.0523190	0.0943948	0.0613951	0.0768490	0.0270800	0.1446778	0.0393995	0.1904811	0.1746989	0.1221115	0.0448508	0.1536398	0.1009904	0.0357744	0.1362089	0.1107975	0.0690044	0.0372594	0.1066842	0.0950593	0.0523706	0.0188778	0.0660918	0.0337737	0.1028838	0.2388334	0.2000989	0.1038603	0.0364063	0.1800849	0.1483904	0.0894238	0.0379194	0.1250287	0.1159534	0.0313163	0.1004816	0.0836695	0.0776595	0.0667423	0.0474874	0.0312761	0.1320554	0.4962608	-102.032
138900	0.4077147	0.3543496	0.3197804	0.2352686	0.1564093	0.1211118	0.0526702	0.1935576	0.1818436	0.0821908	0.1667530	0.0290767	0.1549978	0.1330073	0.1232876	0.1046141	0.0918668	0.0687495	0.0909566	0.0767484	0.0395162	0.0579517	0.0312671	0.0190281	0.0839228	0.0315206	0.1196428	0.0658808	0.0548202	0.0274252	0.2509284	0.0257530	0.1721014	0.0567333	0.0350280	0.1191844	0.1059190	0.0353936	0.0840609	0.0455610	0.0629843	0.3375047	0.3208531	0.1870628	0.0561714	0.2863009	0.2400280	0.1907589	0.0465426	0.0201315	0.1787010	0.1610547	0.0488992	0.1351323	0.0456885	0.1067910	0.0569053	0.0323305	0.0911778	0.0426415	0.0529413	0.0307235	0.1299290	0.0315103	0.1754997	0.1587492	0.1334077	0.0631161	0.1392807	0.1037287	0.0315599	0.1200002	0.0961375	0.0662702	0.0527225	0.0948208	0.0873721	0.0552182	0.0211798	0.0667175	0.0342759	0.0730268	0.2263421	0.1780572	0.0797205	0.0323975	0.1642888	0.1148551	0.0787871	0.0415015	0.1243693	0.0981539	0.0339598	0.0912230	0.0841953	0.0663776	0.0601165	0.0386752	0.0171007	0.1369026	0.4570072	-94.075
139000	0.3982877	0.3569841	0.3039424	0.2497190	0.1791108	0.1249996	0.0742935	0.1907589	0.1761378	0.0558289	0.1658932	0.0251009	0.1504569	0.1310842	0.1215049	0.1003309	0.0855404	0.0525775	0.0895687	0.0715012	0.0337736	0.0532339	0.0420072	0.0140775	0.0701250	0.0429395	0.1493521	0.0724644	0.0465692	0.0317784	0.2553309	0.0268537	0.1699417	0.0601999	0.0331207	0.1159624	0.1012391	0.0374871	0.0769391	0.0445882	0.0791433	0.3326247	0.3162139	0.1508867	0.0326911	0.2845630	0.2322803	0.1880007	0.1038949	0.0265903	0.1737395	0.1550046	0.0524639	0.1256867	0.0706246	0.1155466	0.0708816	0.0381338	0.0740369	0.0346285	0.0424920	0.0266154	0.0930447	0.0334533	0.1791543	0.1611762	0.1472220	0.0560387	0.1380055	0.1008315	0.0407767	0.1127970	0.0889173	0.0543470	0.0503594	0.0942627	0.0854250	0.0609538	0.0234090	0.0660470	0.0305593	0.0703416	0.1907254	0.1144845	0.0590274	0.0358331	0.1512063	0.0947870	0.0684991	0.0465811	0.1218423	0.1013227	0.0502468	0.0908601	0.0788252	0.0658359	0.0560266	0.0407269	0.0237413	0.1483330	0.5198448	-102.760
139100	0.4247189	0.3770125	0.3303164	0.2386797	0.1729843	0.1136365	0.0967716	0.2097504	0.1676025	0.0314842	0.1854320	0.0211318	0.1612533	0.1459508	0.1389426	0.1164118	0.0873995	0.0484878	0.0996090	0.0803033	0.0510276	0.0689359	0.0513008	0.0317496	0.0732774	0.0385467	0.1574982	0.0975787	0.0532362	0.0325226	0.3015893	0.0485866	0.2069249	0.0778928	0.0409946	0.1408101	0.1208759	0.0648404	0.0827361	0.0411378	0.0876349	0.3657399	0.3476953	0.1540617	0.0276217	0.3263288	0.2378253	0.2067176	0.0621757	0.0369120	0.1939204	0.1708172	0.0955142	0.1377268	0.0756053	0.1227886	0.0719921	0.0317838	0.0983052	0.0506240	0.0408363	0.0241343	0.1170405	0.0538705	0.2080679	0.1827816	0.1548594	0.0394295	0.1461691	0.1021896	0.0579643	0.1240267	0.0910331	0.0554184	0.0520966	0.1060593	0.0958127	0.0576615	0.0395947	0.0758494	0.0320096	0.0615749	0.2318068	0.1211469	0.0698396	0.0331983	0.1589851	0.1262170	0.0707567	0.0387372	0.1298850	0.1096671	0.0572887	0.0967988	0.0709173	0.0751655	0.0584800	0.0466956	0.0232348	0.1343604	0.4794339	-91.492
139200	0.3905005	0.3425665	0.2936667	0.2217738	0.1661883	0.1191104	0.0893487	0.1951918	0.1521962	0.0258970	0.1748856	0.0235974	0.1474704	0.1358205	0.1292987	0.1095299	0.0893032	0.0584744	0.0989183	0.0772923	0.0509058	0.0693016	0.0489713	0.0312727	0.0644536	0.0357347	0.1501220	0.0892457	0.0550551	0.0351429	0.2052647	0.0531437	0.1653386	0.1137716	0.0298545	0.1262655	0.1129460	0.0792205	0.0597775	0.0496841	0.0737981	0.3455804	0.3235621	0.1306603	0.0393144	0.2972314	0.2428765	0.1923695	0.0782084	0.0192488	0.1804605	0.1594478	0.0764367	0.1255126	0.0809743	0.1154322	0.0839639	0.0347675	0.0685508	0.0397601	0.0337981	0.0272025	0.0840671	0.0411079	0.1899672	0.1749853	0.1099464	0.0446045	0.1287627	0.0719615	0.0400460	0.1137552	0.0869163	0.0517084	0.0499616	0.0987103	0.0929616	0.0624705	0.0264326	0.0521037	0.0309895	0.0670474	0.2384927	0.1376729	0.0838339	0.0391309	0.1640998	0.1173466	0.0697772	0.0459302	0.1292596	0.1001966	0.0751530	0.0900801	0.0550705	0.0708906	0.0526042	0.0383714	0.0246620	0.1508493	0.6071980	-100.015
139300	0.4362375	0.4169541	0.3095908	0.2387280	0.1504057	0.0660953	0.1089001	0.2123703	0.1272167	0.0384651	0.1902233	0.0384266	0.1573741	0.1477738	0.1420543	0.1193549	0.0835899	0.0637110	0.1037522	0.0869207	0.0725645	0.0799801	0.0511221	0.0291064	0.0681038	0.0497876	0.1474165	0.1039621	0.0716094	0.0401661	0.2062444	0.0537592	0.1756180	0.1418773	0.0467971	0.1340908	0.1198216	0.0593007	0.0667353	0.0550342	0.0587312	0.3771498	0.3500472	0.1261942	0.0362521	0.2911013	0.2630166	0.2092996	0.0866793	0.0285559	0.1963425	0.1803509	0.0760743	0.1328242	0.0684075	0.1218973	0.1000786	0.0575324	0.0831225	0.0548007	0.0395456	0.0290960	0.1144138	0.0297992	0.2066859	0.1922538	0.1410491	0.0546470	0.1529272	0.0780810	0.0362489	0.1228656	0.0961559	0.0534055	0.0379149	0.1090687	0.0961619	0.0817373	0.0418127	0.0516960	0.0372316	0.0852366	0.2511282	0.1626333	0.1084245	0.0512100	0.1759190	0.1129531	0.0708567	0.0472801	0.1240948	0.1090147	0.0880140	0.0943350	0.0611260	0.0682212	0.0543040	0.0484638	0.0209846	0.1255227	0.5013436	-78.916
